caractere,pinyin,initial_raw,finale,groupe_rime,type,tone,nasal,initial,lieu,polarite
俵,biao4,b,iao,Médiale-i,oral,4,0,b,Labiale,1P+2N
俶,chu4,ch,u,Simple,oral,4,0,ch,Rétroflexe,3P
俷,fei4,f,ei,Simple,oral,4,0,f,Labiale,2P+1N
俸,feng4,f,eng,Nasal,nasal,4,1,f,Labiale,2P+1N
俺,an3,,an,Nasal,nasal,3,1,Ø,Zero,3N
俾,bi3,b,i,Simple,oral,3,0,b,Labiale,1P+2N
倂,bing4,b,ing,Médiale-i,nasal,4,1,b,Labiale,1P+2N
倃,jiu4,j,iu,Médiale-i,oral,4,0,j,Palatale,1P+2N
倅,cui4,c,ui,Médiale-u,oral,4,0,c,Sifflante,1P+2N
倌,guan1,g,uan,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
倍,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
倏,shu1,sh,u,Simple,oral,1,0,sh,Rétroflexe,1P+2N
倒,dao3,d,ao,Simple,oral,3,0,d,Dentale,1P+2N
倓,tan2,t,an,Nasal,nasal,2,1,t,Dentale,3P
倔,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
倘,chang2,ch,ang,Nasal,nasal,2,1,ch,Rétroflexe,3P
候,hou4,h,ou,Simple,oral,4,0,h,Vélaire,2P+1N
倚,yi3,y,i,Simple,oral,3,0,y,Semi-voyelle,2P+1N
倜,ti4,t,i,Simple,oral,4,0,t,Dentale,3P
倝,gan4,g,an,Nasal,nasal,4,1,g,Vélaire,1P+2N
倞,jing4,j,ing,Médiale-i,nasal,4,1,j,Palatale,1P+2N
借,jie4,j,ie,Médiale-i,oral,4,0,j,Palatale,1P+2N
倡,chang4,ch,ang,Nasal,nasal,4,1,ch,Rétroflexe,3P
倢,jie2,j,ie,Médiale-i,oral,2,0,j,Palatale,1P+2N
値,zhi2,zh,i,Simple,oral,2,0,zh,Rétroflexe,1P+2N
倥,kong1,k,ong,Médiale-u,nasal,1,1,k,Vélaire,1P+2N
倦,juan4,j,üan,Complexe,nasal,4,1,j,Palatale,1P+2N
倨,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
倩,qian4,q,ian,Médiale-i,nasal,4,1,q,Palatale,2P+1N
倪,ni2,n,i,Simple,oral,2,0,n,Dentale,1P+2N
倬,zhuo1,zh,uo,Médiale-u,oral,1,0,zh,Rétroflexe,1P+2N
倭,wo1,w,o,Simple,oral,1,0,w,Semi-voyelle,2P+1N
倮,luo3,l,uo,Médiale-u,oral,3,0,l,Dentale,3P
倵,wu3,w,u,Simple,oral,3,0,w,Semi-voyelle,2P+1N
倶,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
倷,nai3,n,ai,Simple,oral,3,0,n,Dentale,1P+2N
倹,jian3,j,ian,Médiale-i,nasal,3,1,j,Palatale,1P+2N
债,zhai4,zh,ai,Simple,oral,4,0,zh,Rétroflexe,1P+2N
倻,ye1,y,ie,Médiale-i,oral,1,0,y,Semi-voyelle,2P+1N
值,zhi2,zh,i,Simple,oral,2,0,zh,Rétroflexe,1P+2N
倽,sha2,sh,a,Simple,oral,2,0,sh,Rétroflexe,1P+2N
倾,qing1,q,ing,Médiale-i,nasal,1,1,q,Palatale,2P+1N
偁,cheng1,ch,eng,Nasal,nasal,1,1,ch,Rétroflexe,3P
偃,yan3,y,ian,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
假,jia3,j,ia,Médiale-i,oral,3,0,j,Palatale,1P+2N
偈,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
偌,ruo4,r,uo,Médiale-u,oral,4,0,r,Rétroflexe,1P+2N
偎,wei1,w,ui,Médiale-u,oral,1,0,w,Semi-voyelle,2P+1N
偏,pian1,p,ian,Médiale-i,nasal,1,1,p,Labiale,2P+1N
偓,wo4,w,o,Simple,oral,4,0,w,Semi-voyelle,2P+1N
偕,xie2,x,ie,Médiale-i,oral,2,0,x,Palatale,1P+2N
做,zuo4,z,uo,Médiale-u,oral,4,0,z,Sifflante,1P+2N
停,ting2,t,ing,Médiale-i,nasal,2,1,t,Dentale,3P
偝,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
偟,huang2,h,uang,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
偡,zhan4,zh,an,Nasal,nasal,4,1,zh,Rétroflexe,1P+2N
偢,chou3,ch,ou,Simple,oral,3,0,ch,Rétroflexe,3P
健,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
偨,ci1,c,i,Simple,oral,1,0,c,Sifflante,1P+2N
偩,fu4,f,u,Simple,oral,4,0,f,Labiale,2P+1N
偫,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
偬,zong3,z,ong,Médiale-u,nasal,3,1,z,Sifflante,1P+2N
偭,mian3,m,ian,Médiale-i,nasal,3,1,m,Labiale,1P+2N
偯,yi3,y,i,Simple,oral,3,0,y,Semi-voyelle,2P+1N
偰,xie4,x,ie,Médiale-i,oral,4,0,x,Palatale,1P+2N
偱,xun2,x,ün,Complexe,nasal,2,1,x,Palatale,1P+2N
偲,cai1,c,ai,Simple,oral,1,0,c,Sifflante,1P+2N
偶,ou3,,ou,Simple,oral,3,0,Ø,Zero,3N
偷,tou1,t,ou,Simple,oral,1,0,t,Dentale,3P
偸,tou1,t,ou,Simple,oral,1,0,t,Dentale,3P
偻,lou2,l,ou,Simple,oral,2,0,l,Dentale,3P
偾,fen4,f,en,Nasal,nasal,4,1,f,Labiale,2P+1N
偿,chang2,ch,ang,Nasal,nasal,2,1,ch,Rétroflexe,3P
傀,gui1,g,ui,Médiale-u,oral,1,0,g,Vélaire,1P+2N
傅,fu4,f,u,Simple,oral,4,0,f,Labiale,2P+1N
傈,li4,l,i,Simple,oral,4,0,l,Dentale,3P
傍,bang4,b,ang,Nasal,nasal,4,1,b,Labiale,1P+2N
傎,dian1,d,ian,Médiale-i,nasal,1,1,d,Dentale,1P+2N
傒,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
傓,shan1,sh,an,Nasal,nasal,1,1,sh,Rétroflexe,1P+2N
傔,qian4,q,ian,Médiale-i,nasal,4,1,q,Palatale,2P+1N
傕,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
傜,yao2,y,iao,Médiale-i,oral,2,0,y,Semi-voyelle,2P+1N
傞,suo1,s,uo,Médiale-u,oral,1,0,s,Sifflante,1P+2N
傢,jia1,j,ia,Médiale-i,oral,1,0,j,Palatale,1P+2N
傣,dai3,d,ai,Simple,oral,3,0,d,Dentale,1P+2N
傤,zai4,z,ai,Simple,oral,4,0,z,Sifflante,1P+2N
傥,tang3,t,ang,Nasal,nasal,3,1,t,Dentale,3P
傧,bin1,b,in,Médiale-i,nasal,1,1,b,Labiale,1P+2N
储,chu3,ch,u,Simple,oral,3,0,ch,Rétroflexe,3P
傩,nuo2,n,uo,Médiale-u,oral,2,0,n,Dentale,1P+2N
催,cui1,c,ui,Médiale-u,oral,1,0,c,Sifflante,1P+2N
傮,zao1,z,ao,Simple,oral,1,0,z,Sifflante,1P+2N
傲,ao4,,ao,Simple,oral,4,0,Ø,Zero,3N
傺,chi4,ch,i,Simple,oral,4,0,ch,Rétroflexe,3P
傻,sha3,sh,a,Simple,oral,3,0,sh,Rétroflexe,1P+2N
傿,yan1,y,ian,Médiale-i,nasal,1,1,y,Semi-voyelle,2P+1N
僃,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
僄,piao4,p,iao,Médiale-i,oral,4,0,p,Labiale,2P+1N
僇,lu4,l,u,Simple,oral,4,0,l,Dentale,3P
僎,zhuan4,zh,uan,Médiale-u,nasal,4,1,zh,Rétroflexe,1P+2N
像,xiang4,x,iang,Médiale-i,nasal,4,1,x,Palatale,1P+2N
僔,zun3,z,un,Médiale-u,nasal,3,1,z,Sifflante,1P+2N
僖,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
僚,liao2,l,iao,Médiale-i,oral,2,0,l,Dentale,3P
僜,deng4,d,eng,Nasal,nasal,4,1,d,Dentale,1P+2N
僝,chan2,ch,an,Nasal,nasal,2,1,ch,Rétroflexe,3P
僣,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
僦,jiu4,j,iu,Médiale-i,oral,4,0,j,Palatale,1P+2N
僧,seng1,s,eng,Nasal,nasal,1,1,s,Sifflante,1P+2N
僩,xian4,x,ian,Médiale-i,nasal,4,1,x,Palatale,1P+2N
僬,jiao1,j,iao,Médiale-i,oral,1,0,j,Palatale,1P+2N
僭,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
僮,zhuang4,zh,uang,Médiale-u,nasal,4,1,zh,Rétroflexe,1P+2N
僯,lin3,l,in,Médiale-i,nasal,3,1,l,Dentale,3P
僰,bo2,b,o,Simple,oral,2,0,b,Labiale,1P+2N
僳,su4,s,u,Simple,oral,4,0,s,Sifflante,1P+2N
僴,xian4,x,ian,Médiale-i,nasal,4,1,x,Palatale,1P+2N
僵,jiang1,j,iang,Médiale-i,nasal,1,1,j,Palatale,1P+2N
僻,pi4,p,i,Simple,oral,4,0,p,Labiale,2P+1N
僾,ai4,,ai,Simple,oral,4,0,Ø,Zero,3N
僿,sai4,s,ai,Simple,oral,4,0,s,Sifflante,1P+2N
儃,chan2,ch,an,Nasal,nasal,2,1,ch,Rétroflexe,3P
儅,dang1,d,ang,Nasal,nasal,1,1,d,Dentale,1P+2N
儆,jing3,j,ing,Médiale-i,nasal,3,1,j,Palatale,1P+2N
儇,xuan1,x,üan,Complexe,nasal,1,1,x,Palatale,1P+2N
儊,chu4,ch,u,Simple,oral,4,0,ch,Rétroflexe,3P
儋,dan1,d,an,Nasal,nasal,1,1,d,Dentale,1P+2N
儌,jiao3,j,iao,Médiale-i,oral,3,0,j,Palatale,1P+2N
儍,sha3,sh,a,Simple,oral,3,0,sh,Rétroflexe,1P+2N
儒,ru2,r,u,Simple,oral,2,0,r,Rétroflexe,1P+2N
儓,tai2,t,ai,Simple,oral,2,0,t,Dentale,3P
儜,ning2,n,ing,Médiale-i,nasal,2,1,n,Dentale,1P+2N
儞,ni3,n,i,Simple,oral,3,0,n,Dentale,1P+2N
儡,lei3,l,ei,Simple,oral,3,0,l,Dentale,3P
儤,bao4,b,ao,Simple,oral,4,0,b,Labiale,1P+2N
儦,biao1,b,iao,Médiale-i,oral,1,0,b,Labiale,1P+2N
儩,si4,s,i,Simple,oral,4,0,s,Sifflante,1P+2N
儭,chen4,ch,en,Nasal,nasal,4,1,ch,Rétroflexe,3P
儱,long3,l,ong,Médiale-u,nasal,3,1,l,Dentale,3P
儳,chan4,ch,an,Nasal,nasal,4,1,ch,Rétroflexe,3P
儹,zan3,z,an,Nasal,nasal,3,1,z,Sifflante,1P+2N
儽,lei3,l,ei,Simple,oral,3,0,l,Dentale,3P
兀,wu4,w,u,Simple,oral,4,0,w,Semi-voyelle,2P+1N
允,yun3,y,ün,Complexe,nasal,3,1,y,Semi-voyelle,2P+1N
元,yuan2,y,üan,Complexe,nasal,2,1,y,Semi-voyelle,2P+1N
兄,xiong1,x,iong,Médiale-i,nasal,1,1,x,Palatale,1P+2N
充,chong1,ch,ong,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
兆,zhao4,zh,ao,Simple,oral,4,0,zh,Rétroflexe,1P+2N
先,xian1,x,ian,Médiale-i,nasal,1,1,x,Palatale,1P+2N
光,guang1,g,uang,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
克,ke4,k,e,Simple,oral,4,0,k,Vélaire,1P+2N
免,mian3,m,ian,Médiale-i,nasal,3,1,m,Labiale,1P+2N
兑,dui4,d,ui,Médiale-u,oral,4,0,d,Dentale,1P+2N
兔,tu4,t,u,Simple,oral,4,0,t,Dentale,3P
兕,si4,s,i,Simple,oral,4,0,s,Sifflante,1P+2N
兖,yan3,y,ian,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
兘,shi3,sh,i,Simple,oral,3,0,sh,Rétroflexe,1P+2N
党,dang3,d,ang,Nasal,nasal,3,1,d,Dentale,1P+2N
兜,dou1,d,ou,Simple,oral,1,0,d,Dentale,1P+2N
兟,shen1,sh,en,Nasal,nasal,1,1,sh,Rétroflexe,1P+2N
兢,jing1,j,ing,Médiale-i,nasal,1,1,j,Palatale,1P+2N
入,ru4,r,u,Simple,oral,4,0,r,Rétroflexe,1P+2N
全,quan2,q,üan,Complexe,nasal,2,1,q,Palatale,2P+1N
兪,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
八,ba1,b,a,Simple,oral,1,0,b,Labiale,1P+2N
公,gong1,g,ong,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
六,liu4,l,iu,Médiale-i,oral,4,0,l,Dentale,3P
兮,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
兰,lan2,l,an,Nasal,nasal,2,1,l,Dentale,3P
共,gong4,g,ong,Médiale-u,nasal,4,1,g,Vélaire,1P+2N
兲,tian1,t,ian,Médiale-i,nasal,1,1,t,Dentale,3P
关,guan1,g,uan,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
兴,xing1,x,ing,Médiale-i,nasal,1,1,x,Palatale,1P+2N
兵,bing1,b,ing,Médiale-i,nasal,1,1,b,Labiale,1P+2N
其,qi2,q,i,Simple,oral,2,0,q,Palatale,2P+1N
具,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
典,dian3,d,ian,Médiale-i,nasal,3,1,d,Dentale,1P+2N
兹,zi1,z,i,Simple,oral,1,0,z,Sifflante,1P+2N
养,yang3,y,iang,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
兼,jian1,j,ian,Médiale-i,nasal,1,1,j,Palatale,1P+2N
兽,shou4,sh,ou,Simple,oral,4,0,sh,Rétroflexe,1P+2N
冀,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
冁,chan3,ch,an,Nasal,nasal,3,1,ch,Rétroflexe,3P
冂,jiong1,j,iong,Médiale-i,nasal,1,1,j,Palatale,1P+2N
冃,mao4,m,ao,Simple,oral,4,0,m,Labiale,1P+2N
内,nei4,n,ei,Simple,oral,4,0,n,Dentale,1P+2N
円,yuan2,y,üan,Complexe,nasal,2,1,y,Semi-voyelle,2P+1N
冇,mao3,m,ao,Simple,oral,3,0,m,Labiale,1P+2N
冈,gang1,g,ang,Nasal,nasal,1,1,g,Vélaire,1P+2N
冉,ran3,r,an,Nasal,nasal,3,1,r,Rétroflexe,1P+2N
冋,jiong1,j,iong,Médiale-i,nasal,1,1,j,Palatale,1P+2N
册,ce4,c,e,Simple,oral,4,0,c,Sifflante,1P+2N
再,zai4,z,ai,Simple,oral,4,0,z,Sifflante,1P+2N
冏,jiong3,j,iong,Médiale-i,nasal,3,1,j,Palatale,1P+2N
冑,zhou4,zh,ou,Simple,oral,4,0,zh,Rétroflexe,1P+2N
冒,mao4,m,ao,Simple,oral,4,0,m,Labiale,1P+2N
冓,gou4,g,ou,Simple,oral,4,0,g,Vélaire,1P+2N
冔,xu3,x,ü,Simple,oral,3,0,x,Palatale,1P+2N
冕,mian3,m,ian,Médiale-i,nasal,3,1,m,Labiale,1P+2N
冖,mi4,m,i,Simple,oral,4,0,m,Labiale,1P+2N
冗,rong3,r,ong,Médiale-u,nasal,3,1,r,Rétroflexe,1P+2N
冘,yin2,y,in,Médiale-i,nasal,2,1,y,Semi-voyelle,2P+1N
写,xie3,x,ie,Médiale-i,oral,3,0,x,Palatale,1P+2N
军,jun1,j,ün,Complexe,nasal,1,1,j,Palatale,1P+2N
农,nong2,n,ong,Médiale-u,nasal,2,1,n,Dentale,1P+2N
冞,mi2,m,i,Simple,oral,2,0,m,Labiale,1P+2N
冠,guan1,g,uan,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
冡,meng2,m,eng,Nasal,nasal,2,1,m,Labiale,1P+2N
冢,zhong3,zh,ong,Médiale-u,nasal,3,1,zh,Rétroflexe,1P+2N
冣,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
冤,yuan1,y,üan,Complexe,nasal,1,1,y,Semi-voyelle,2P+1N
冥,ming2,m,ing,Médiale-i,nasal,2,1,m,Labiale,1P+2N
冧,lin2,l,in,Médiale-i,nasal,2,1,l,Dentale,3P
冫,bing1,b,ing,Médiale-i,nasal,1,1,b,Labiale,1P+2N
冬,dong1,d,ong,Médiale-u,nasal,1,1,d,Dentale,1P+2N
冮,gang1,g,ang,Nasal,nasal,1,1,g,Vélaire,1P+2N
冯,ping2,p,ing,Médiale-i,nasal,2,1,p,Labiale,2P+1N
冰,bing1,b,ing,Médiale-i,nasal,1,1,b,Labiale,1P+2N
冱,hu4,h,u,Simple,oral,4,0,h,Vélaire,2P+1N
冲,chong1,ch,ong,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
决,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
况,kuang4,k,uang,Médiale-u,nasal,4,1,k,Vélaire,1P+2N
冶,ye3,y,ie,Médiale-i,oral,3,0,y,Semi-voyelle,2P+1N
冷,leng3,l,eng,Nasal,nasal,3,1,l,Dentale,3P
冻,dong4,d,ong,Médiale-u,nasal,4,1,d,Dentale,1P+2N
冼,xian3,x,ian,Médiale-i,nasal,3,1,x,Palatale,1P+2N
冽,lie4,l,ie,Médiale-i,oral,4,0,l,Dentale,3P
净,jing4,j,ing,Médiale-i,nasal,4,1,j,Palatale,1P+2N
凃,tu2,t,u,Simple,oral,2,0,t,Dentale,3P
凄,qi1,q,i,Simple,oral,1,0,q,Palatale,2P+1N
凅,gu4,g,u,Simple,oral,4,0,g,Vélaire,1P+2N
准,zhun3,zh,un,Médiale-u,nasal,3,1,zh,Rétroflexe,1P+2N
凇,song1,s,ong,Médiale-u,nasal,1,1,s,Sifflante,1P+2N
凉,liang2,l,iang,Médiale-i,nasal,2,1,l,Dentale,3P
凊,qing4,q,ing,Médiale-i,nasal,4,1,q,Palatale,2P+1N
凋,diao1,d,iao,Médiale-i,oral,1,0,d,Dentale,1P+2N
凌,ling2,l,ing,Médiale-i,nasal,2,1,l,Dentale,3P
减,jian3,j,ian,Médiale-i,nasal,3,1,j,Palatale,1P+2N
凑,cou4,c,ou,Simple,oral,4,0,c,Sifflante,1P+2N
凓,li4,l,i,Simple,oral,4,0,l,Dentale,3P
凔,cang1,c,ang,Nasal,nasal,1,1,c,Sifflante,1P+2N
凛,lin3,l,in,Médiale-i,nasal,3,1,l,Dentale,3P
凝,ning2,n,ing,Médiale-i,nasal,2,1,n,Dentale,1P+2N
凞,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
凟,du2,d,u,Simple,oral,2,0,d,Dentale,1P+2N
几,ji1,j,i,Simple,oral,1,0,j,Palatale,1P+2N
凡,fan2,f,an,Nasal,nasal,2,1,f,Labiale,2P+1N
凤,feng4,f,eng,Nasal,nasal,4,1,f,Labiale,2P+1N
凥,ju1,j,ü,Simple,oral,1,0,j,Palatale,1P+2N
処,chu3,ch,u,Simple,oral,3,0,ch,Rétroflexe,3P
凫,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
凭,ping2,p,ing,Médiale-i,nasal,2,1,p,Labiale,2P+1N
凮,feng1,f,eng,Nasal,nasal,1,1,f,Labiale,2P+1N
凯,kai3,k,ai,Simple,oral,3,0,k,Vélaire,1P+2N
凰,huang2,h,uang,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
凳,deng4,d,eng,Nasal,nasal,4,1,d,Dentale,1P+2N
凵,kan3,k,an,Nasal,nasal,3,1,k,Vélaire,1P+2N
凶,xiong1,x,iong,Médiale-i,nasal,1,1,x,Palatale,1P+2N
凸,tu1,t,u,Simple,oral,1,0,t,Dentale,3P
凹,ao1,,ao,Simple,oral,1,0,Ø,Zero,3N
出,chu1,ch,u,Simple,oral,1,0,ch,Rétroflexe,3P
击,ji1,j,i,Simple,oral,1,0,j,Palatale,1P+2N
凼,dang4,d,ang,Nasal,nasal,4,1,d,Dentale,1P+2N
函,han2,h,an,Nasal,nasal,2,1,h,Vélaire,2P+1N
凿,zao2,z,ao,Simple,oral,2,0,z,Sifflante,1P+2N
刀,dao1,d,ao,Simple,oral,1,0,d,Dentale,1P+2N
刁,diao1,d,iao,Médiale-i,oral,1,0,d,Dentale,1P+2N
刂,dao1,d,ao,Simple,oral,1,0,d,Dentale,1P+2N
刃,ren4,r,en,Nasal,nasal,4,1,r,Rétroflexe,1P+2N
分,fen1,f,en,Nasal,nasal,1,1,f,Labiale,2P+1N
切,qie1,q,ie,Médiale-i,oral,1,0,q,Palatale,2P+1N
刈,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
刊,kan1,k,an,Nasal,nasal,1,1,k,Vélaire,1P+2N
刌,cun3,c,un,Médiale-u,nasal,3,1,c,Sifflante,1P+2N
刍,chu2,ch,u,Simple,oral,2,0,ch,Rétroflexe,3P
刎,wen3,w,un,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
刑,xing2,x,ing,Médiale-i,nasal,2,1,x,Palatale,1P+2N
划,hua4,h,ua,Médiale-u,oral,4,0,h,Vélaire,2P+1N
刓,wan2,w,uan,Médiale-u,nasal,2,1,w,Semi-voyelle,2P+1N
刖,yue4,y,üe,Complexe,oral,4,0,y,Semi-voyelle,2P+1N
列,lie4,l,ie,Médiale-i,oral,4,0,l,Dentale,3P
刘,liu2,l,iu,Médiale-i,oral,2,0,l,Dentale,3P
则,ze2,z,e,Simple,oral,2,0,z,Sifflante,1P+2N
刚,gang1,g,ang,Nasal,nasal,1,1,g,Vélaire,1P+2N
创,chuang4,ch,uang,Médiale-u,nasal,4,1,ch,Rétroflexe,3P
刜,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
初,chu1,ch,u,Simple,oral,1,0,ch,Rétroflexe,3P
刞,qu4,q,ü,Simple,oral,4,0,q,Palatale,2P+1N
删,shan1,sh,an,Nasal,nasal,1,1,sh,Rétroflexe,1P+2N
刡,min3,m,in,Médiale-i,nasal,3,1,m,Labiale,1P+2N
判,pan4,p,an,Nasal,nasal,4,1,p,Labiale,2P+1N
刨,bao4,b,ao,Simple,oral,4,0,b,Labiale,1P+2N
利,li4,l,i,Simple,oral,4,0,l,Dentale,3P
别,bie2,b,ie,Médiale-i,oral,2,0,b,Labiale,1P+2N
刬,chan3,ch,an,Nasal,nasal,3,1,ch,Rétroflexe,3P
刭,jing3,j,ing,Médiale-i,nasal,3,1,j,Palatale,1P+2N
刮,gua1,g,ua,Médiale-u,oral,1,0,g,Vélaire,1P+2N
到,dao4,d,ao,Simple,oral,4,0,d,Dentale,1P+2N
刱,chuang1,ch,uang,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
刲,kui1,k,ui,Médiale-u,oral,1,0,k,Vélaire,1P+2N
刳,ku1,k,u,Simple,oral,1,0,k,Vélaire,1P+2N
刴,duo4,d,uo,Médiale-u,oral,4,0,d,Dentale,1P+2N
制,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
刷,shua1,sh,ua,Médiale-u,oral,1,0,sh,Rétroflexe,1P+2N
券,quan4,q,üan,Complexe,nasal,4,1,q,Palatale,2P+1N
刹,cha4,ch,a,Simple,oral,4,0,ch,Rétroflexe,3P
刺,ci4,c,i,Simple,oral,4,0,c,Sifflante,1P+2N
刻,ke4,k,e,Simple,oral,4,0,k,Vélaire,1P+2N
刽,gui4,g,ui,Médiale-u,oral,4,0,g,Vélaire,1P+2N
刾,ci4,c,i,Simple,oral,4,0,c,Sifflante,1P+2N
刿,gui4,g,ui,Médiale-u,oral,4,0,g,Vélaire,1P+2N
剀,kai3,k,ai,Simple,oral,3,0,k,Vélaire,1P+2N
剁,duo4,d,uo,Médiale-u,oral,4,0,d,Dentale,1P+2N
剂,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
剃,ti4,t,i,Simple,oral,4,0,t,Dentale,3P
剅,lou2,l,ou,Simple,oral,2,0,l,Dentale,3P
削,xiao1,x,iao,Médiale-i,oral,1,0,x,Palatale,1P+2N
剋,kei1,k,ei,Simple,oral,1,0,k,Vélaire,1P+2N
剌,la2,l,a,Simple,oral,2,0,l,Dentale,3P
前,qian2,q,ian,Médiale-i,nasal,2,1,q,Palatale,2P+1N
剐,gua3,g,ua,Médiale-u,oral,3,0,g,Vélaire,1P+2N
剑,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
剒,cuo4,c,uo,Médiale-u,oral,4,0,c,Sifflante,1P+2N
剔,ti1,t,i,Simple,oral,1,0,t,Dentale,3P
剕,fei4,f,ei,Simple,oral,4,0,f,Labiale,2P+1N
剖,pou1,p,ou,Simple,oral,1,0,p,Labiale,2P+1N
剚,zi4,z,i,Simple,oral,4,0,z,Sifflante,1P+2N
剜,wan1,w,uan,Médiale-u,nasal,1,1,w,Semi-voyelle,2P+1N
剞,ji1,j,i,Simple,oral,1,0,j,Palatale,1P+2N
剟,duo1,d,uo,Médiale-u,oral,1,0,d,Dentale,1P+2N
剡,shan4,sh,an,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
剣,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
剤,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
剥,bo1,b,o,Simple,oral,1,0,b,Labiale,1P+2N
剧,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
剩,sheng4,sh,eng,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
剪,jian3,j,ian,Médiale-i,nasal,3,1,j,Palatale,1P+2N
副,fu4,f,u,Simple,oral,4,0,f,Labiale,2P+1N
剰,sheng4,sh,eng,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
割,ge1,g,e,Simple,oral,1,0,g,Vélaire,1P+2N
剳,da2,d,a,Simple,oral,2,0,d,Dentale,1P+2N
剸,tuan2,t,uan,Médiale-u,nasal,2,1,t,Dentale,3P
剺,li2,l,i,Simple,oral,2,0,l,Dentale,3P
剽,piao1,p,iao,Médiale-i,oral,1,0,p,Labiale,2P+1N
剿,chao1,ch,ao,Simple,oral,1,0,ch,Rétroflexe,3P
劀,gua1,g,ua,Médiale-u,oral,1,0,g,Vélaire,1P+2N
劁,qiao1,q,iao,Médiale-i,oral,1,0,q,Palatale,2P+1N
劂,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
劄,zha1,zh,a,Simple,oral,1,0,zh,Rétroflexe,1P+2N
劈,pi1,p,i,Simple,oral,1,0,p,Labiale,2P+1N
劐,huo1,h,uo,Médiale-u,oral,1,0,h,Vélaire,2P+1N
劓,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
劖,chan2,ch,an,Nasal,nasal,2,1,ch,Rétroflexe,3P
劘,mo2,m,o,Simple,oral,2,0,m,Labiale,1P+2N
劙,li2,l,i,Simple,oral,2,0,l,Dentale,3P
力,li4,l,i,Simple,oral,4,0,l,Dentale,3P
劝,quan4,q,üan,Complexe,nasal,4,1,q,Palatale,2P+1N
办,ban4,b,an,Nasal,nasal,4,1,b,Labiale,1P+2N
功,gong1,g,ong,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
加,jia1,j,ia,Médiale-i,oral,1,0,j,Palatale,1P+2N
务,wu4,w,u,Simple,oral,4,0,w,Semi-voyelle,2P+1N
劢,mai4,m,ai,Simple,oral,4,0,m,Labiale,1P+2N
劣,lie4,l,ie,Médiale-i,oral,4,0,l,Dentale,3P
劦,lie4,l,ie,Médiale-i,oral,4,0,l,Dentale,3P
动,dong4,d,ong,Médiale-u,nasal,4,1,d,Dentale,1P+2N
助,zhu4,zh,u,Simple,oral,4,0,zh,Rétroflexe,1P+2N
